#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
260,"Böyle Ayrılık Olmaz","Kolpa",58,139,"turkish pop, turkish rock","Pop, Rock","Yatağın Soğuk Tarafı",2011-00-00,03:35,58,71,1,0,54,0,0,-7,B Minor,4,2023-10-30,01LN6vYm8nI8vJGMiQu8gc,"PASAJ",10A,https://p.scdn.co/mp3-preview/b5fad20081a59bc232cc406cf1a75b8ba94174ab?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851fbef8a75691794dd500b4a98
261,"Şanıma İnanma","Sezen Aksu",64,96,"turkish pop","Pop","Bahane",2005-02-10,03:55,71,79,29,0,87,0,10,-6,F Minor,4,2023-10-30,6dDHqJjTWOmWaAutbEpiwT,"SN Music",4A,https://p.scdn.co/mp3-preview/649dee5b72ee7d9b4f0d8b8754efaaed985877e6?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518088410769434e7e0b64ac05
262,"İstemem Söz Sevmeni","Ferman Akgül",65,83,"turkish rock","Rock","Yürüyorum İçimde",2017-03-24,03:34,61,70,22,0,65,0,10,-6,C Minor,4,2023-10-30,53QiI2eOSXB4GPkPsoMd0I,"EMI - Kent Elektronik Sanayi ve Ticaret A.S.",5A,,https://i.scdn.co/image/ab67616d000048511c32fd696123f819cd9b982a
263,"Yalnız Çiçek","Aleyna Tilki,Emrah Karaduman",54,108,"turkish pop, turkish deep house","Electronic, Pop","Yıldız Tilbe'nin Yıldızlı Şarkıları, Vol. 1",2018-05-21,03:46,74,84,4,0,41,0,30,-5,F#/G♭ Major,4,2023-11-02,7rzH1EcSFh33M6BnQ8YzDX,"ÖZDEMİR PLAK",2B,https://p.scdn.co/mp3-preview/c87fc4bcdc4e8a56d67b7bc57ce11ee809b19c32?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c71eb8a3bc3b33409fc83297
264,"Arada Bir","Tarkan",51,113,"turkish pop","Pop","Metamorfoz",2007-08-23,04:09,91,75,18,0,97,0,10,-7,F#/G♭ Major,4,2023-11-02,5mUPKnEYPQh3IItoJVBeS7,"HİTT MÜZİK PRD.",2B,https://p.scdn.co/mp3-preview/42769aabb6f15a4148c91d20a75a4539d7f86220?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e71dc547a19ce2e39b2329a1
265,"İçimde Ölen Biri","Haluk Levent",44,130,"anadolu rock, turkish pop, turkish rock","Rock, Pop","Dinle Sevgili Ülkem",2002-11-29,04:17,63,73,26,0,69,0,0,-9,C Minor,4,2023-11-03,4DYOsWvBW9qfLOr3min1vj,"GAM MÜZİK",5A,https://p.scdn.co/mp3-preview/5a95f6c928fc409c97859ef42b3096fef26a23ef?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485178e4eedf49ad8a92d4070e6b
266,"Alla Beni Pulla Beni","Barış Manço",66,167,"anadolu rock, turkish instrumental, turkish psych, turkish rock","Rock, World/Traditional, Pop","Hal Hal",1989-12-22,04:03,48,50,55,0,88,0,20,-15,G Minor,4,2023-11-03,0pGQ7ie0yvg79MrIlR0wDt,"EMRE GRAFSON MÜZİK",6A,https://p.scdn.co/mp3-preview/1599824ea3de86a83020753c21ea34ebfa244e65?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485162358e5e64f054945271b6ad
267,"Cumhuriyet","Yalın",58,88,"turkish pop","Pop","Her şey Sensin",2007-03-23,04:27,57,81,39,0,87,0,10,-6,A Minor,4,2023-11-03,5juEMXjXqG2ktKoTgvrfCl,"AVRUPA MÜZİK YAPIM",8A,https://p.scdn.co/mp3-preview/c6db87b63514978ecf61dc4c804ea8993e21247d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851181621cd35d4e6e31ab4a95e
268,"Hele Bi (Club Version)","Alişan",71,105,"","","Ve Kimselere Güvenmiyorum",2007-02-22,04:03,77,71,3,0,87,0,0,-4,B Minor,4,2023-11-07,6iDXzCkxKklISwvWbPz8Lv,"DOĞAN MÜZİK YAPIM",10A,https://p.scdn.co/mp3-preview/ff7b883cc50ee1222b47e37249bae38babf317e4?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511f17758bb7744f6add31cb6c
269,"Unutulmaz","Mirkelam",51,158,"turkish pop","Pop","Unutulmaz",2005-00-00,03:20,55,89,10,0,52,0,50,-9,E Minor,4,2023-11-07,2bqFeUAThDTQ6AKekSSkJP,"DOĞAN MÜZİK YAPIM",9A,https://p.scdn.co/mp3-preview/08a470a0609a5fdc25d40e385ea1b03518c524bf?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485182e8129c72fd09a6ea34c6d6
270,"Bizi Nasıl Etkiler","Helyos,Lucerina",56,200,"new school turkce rap","Hip Hop","Bizi Nasıl Etkiler",2021-07-01,03:26,52,29,82,0,53,60,10,-18,F#/G♭ Minor,4,2023-11-10,1inzL96lFOxI1oTYijIgOY,"Helyos",11A,https://p.scdn.co/mp3-preview/a81765a7c8204c148d19e8a6c0c1642e47178fa2?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485121feebc9559839a38b3163bc
271,"İçimden Gelmiyor","Bilal Sonses,Bengü",49,150,"turkish pop","Pop","İçimden Gelmiyor",2019-04-12,04:15,58,61,63,0,62,0,10,-6,A Minor,4,2023-11-10,3bLuvpVbX7bPe6jNeiwHZg,"Wovie",8A,https://p.scdn.co/mp3-preview/313ea629fce333f11c14a403bbdf941ce6582c7b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512a1e06ade6bdba1fbcde2439
272,"Unuturum Elbet","Rafet El Roman,Derya",52,75,"turkish pop, turkish trap pop","Pop","Unuturum Elbet",2018-11-07,03:35,73,49,65,0,51,0,10,-7,F Minor,4,2023-11-12,1huHtpWRsMu6CLI4mRNnDJ,"EMRE GRAFSON MÜZİK",4A,https://p.scdn.co/mp3-preview/c000ab2b31999c424e6ed973871171c769f76fab?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c48932b6ae061a41c4761637
273,"İsyankar","Mustafa Sandal",60,90,"turkish pop","Pop","İste",2004-00-00,03:55,77,89,6,28,85,0,0,-5,C♯/D♭ Major,4,2023-11-12,6eGeSrKdUUYpXaq8BDDwZO,"DOĞAN MÜZİK YAPIM",3B,https://p.scdn.co/mp3-preview/32e88838bd3b333d70af4744541095c514fdac2c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ea24ff3db533ac8c151b4bf3
274,"Bütün İstanbul Biliyo","İkiye On Kala",66,82,"turkish pop, turkish rock","Pop, Rock","Bütün İstanbul Biliyo",2019-10-28,02:30,65,44,37,4,39,0,10,-16,C Major,4,2023-11-12,48uVgUu7IWXqBOrCqpmUmu,"Joojee",8B,https://p.scdn.co/mp3-preview/cbbd8e823136a039b48a0d47e9a5243063a9ea96?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ef1508dbeb66382110a07836
275,"Kanunlar Gibi","Derya Uluğ",67,117,"turkish pop","Pop","Kanunlar Gibi",2021-04-30,02:55,68,76,50,0,57,10,20,-7,C♯/D♭ Major,4,2023-11-12,63iNKo2rcW9LDEDTDUIDWO,"DOĞAN MÜZİK YAPIM",3B,https://p.scdn.co/mp3-preview/cd8b177a8d4e8d6dacfd4d52c21340130fc4430b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513ddabb63df260f5891e61065
276,"Pazara Kadar","Mustafa Sandal",60,145,"turkish pop","Pop","Kop",2002-05-17,03:26,70,88,10,0,93,0,0,-6,F Minor,4,2023-11-12,6oFKnqoauHLoR2liTCp4Os,"DOĞAN MÜZİK YAPIM",4A,https://p.scdn.co/mp3-preview/7057576dd7591f2e1085f580fc416cd853b438eb?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485175230399649524be7c4f6eb5
277,"Olacak Olacak","Demet Akalın",61,126,"turkish pop","Pop","Zirve 2010",2010-04-19,04:12,68,74,0,0,46,0,20,-6,F#/G♭ Minor,4,2023-11-13,4uCkjEtQknbnKdD3FoT2GV,"SEYHAN MÜZİK PROD.",11A,https://p.scdn.co/mp3-preview/367b41e29e3390139f8898fbe64e2717b354ea64?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b42ebbe3e35facdc0c26bea6
278,"Gidenlerden","Mustafa Sandal",57,180,"turkish pop","Pop","Gölgede Aynı",1996-05-24,03:56,65,43,48,0,79,10,10,-16,E Minor,4,2023-11-13,55LECrJg4tLjhjSr6XDMg6,"ÖZER KARDEŞ KASET",9A,https://p.scdn.co/mp3-preview/e4c70bbad5a60d38a168e80cee137e2ed89a1c2f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c4f86711ab37c91bfb0f5eee
279,"Lafı mı Olur","Kibariye",74,93,"arabesk","Pop","İşte Ses İşte Yorum",1993-08-13,03:32,69,65,65,0,91,0,10,-11,G Minor,4,2023-11-13,6UX8nGE5sT7FsUAgQILD6X,"ANADOLU TUR REKLAM",6A,https://p.scdn.co/mp3-preview/6e2a35f80addb2a9b9c6ab28440cbf87d62b367c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851faceb8d2d5313f9fe97d3754
280,"Unutmuş Çoktan","Ferhat Göçer",55,174,"turkish pop","Pop","Seni Sevmeye Aşığım",2011-10-13,04:03,62,66,57,0,46,10,0,-8,B Minor,4,2023-11-15,1NuObF4JuRLUOLe2sheTEf,"EMRE GRAFSON MÜZİK",10A,https://p.scdn.co/mp3-preview/fdc3d48ab9f59d33d104b14c05442b214b32d79f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048510993f62dfebbde56949daefc
281,"Sevdiğim Kadın","Pera",51,128,"turkish rock","Rock","Bir Başka Dünya",2012-12-21,03:53,48,22,64,0,41,0,10,-15,D Minor,5,2023-11-18,5NQMadp0xeaIslLlzJZ80m,"Arpej Yapım",7A,https://p.scdn.co/mp3-preview/382b47b5e74c44f9116e8f973be79f0bc42e438a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851371d74c9dc31a01dcab0f005
282,"Firuze","Dedublüman",66,150,"turkce slow sarkilar","Pop","Firuze",2023-04-28,03:15,37,86,11,0,56,0,70,-7,A Minor,4,2023-11-18,4WBMMoqjsofE9fdSXSU41S,"Avrupa Müzik & Hypers Music",8A,https://p.scdn.co/mp3-preview/8919551521dcfc2ad0c089e7e98d1945157a57fa?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518537d574b82d29c7c7144999
283,"Yok Yok Yalan Deme","Ferdi Özbeğen",56,97,"classic turkish pop, uyghur pop","Pop","Bir Sır Gibi",1986-00-00,04:13,59,50,47,0,58,0,60,-8,F Minor,4,2023-11-18,76k07GNJbJn8O4MgYyyNzh,"YAŞAR KEKEVA PLAKÇILIK",4A,https://p.scdn.co/mp3-preview/f3f2fb4a836467a19a42efc56304d3c770fd0d40?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c0d235b72361786b64300283
284,"Arada Bir","Kibariye",56,112,"arabesk","Pop","Dört Mevsim",2010-06-24,04:27,81,69,48,0,87,0,10,-9,G Major,4,2023-11-18,2lpTvyX9VDix2t1wvBdqlb,"AVRUPA MÜZİK YAPIM",9B,https://p.scdn.co/mp3-preview/4fe78264349e5ce3de58fd39314fad61672bb7b5?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d380ebb9e75ab35e95841ce2
285,"Yakın Mesafe","Burcu Güneş",55,119,"turkish pop, turkish singer-songwriter","Pop","Yakın Mesafe",2015-11-26,03:31,72,75,54,0,93,0,30,-3,F#/G♭ Minor,4,2023-11-18,0RarfeCYp04L6SPIlzSVg9,"DOĞAN MÜZİK YAPIM",11A,https://p.scdn.co/mp3-preview/314a3997e252495c7108b1b30ead52a4c5faf98b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512feca3796cf227333b719c12
286,"Bir Bela","Hande Yener",55,81,"turkish pop","Pop","Kraliçe",2012-12-12,04:33,34,85,48,0,57,10,20,-5,D#/E♭ Minor,4,2023-11-18,5kR2RqcjHEyCDXkE9WHhoF,"Poll Production",2A,https://p.scdn.co/mp3-preview/622305f02d5f6e1eb5474d5cd2e179046a226297?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c3551c0415f72e118fbf3721
287,"Sandık Lekesi","Gülben Ergen",35,107,"arabesk, turkish pop","Pop","Sade Ve Sadece",2002-05-24,03:39,73,88,9,0,74,0,0,-6,B Minor,4,2023-11-20,6tkJhz4iMvzZJjzkm42JfU,"BONUS MÜZİK PROD.",10A,https://p.scdn.co/mp3-preview/caa537086146ee94943715d86ffd5ba6b7b7e404?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485174560ba4cc2bb4e060b03a78
288,"Son Arzum","Nilüfer",71,82,"turkish pop","Pop","Selam Söyle",2004-05-14,03:26,43,44,75,0,31,0,20,-8,F Minor,4,2023-11-21,4C2BEVMCOoTRYLQdxumczm,"Odeon Müzik Yapımcılık",4A,https://p.scdn.co/mp3-preview/0fdc8b867ab08e029ffa508598d6b21ee851e17d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514a8c391df8e63825344fba62
289,"Çatı Katı","Gökhan Türkmen",67,105,"turkish pop","Pop","En Baştan",2018-06-01,04:28,52,50,64,0,22,0,20,-8,G Major,4,2023-11-21,17iGG5vQV7Sg3Vm3vqPvmB,"GTR Müzik",9B,https://p.scdn.co/mp3-preview/0a6af259cab3981525465c640ccd30545e5fc9be?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851db01344ed89dc17b6062b7a3
290,"Ucuz Roman","Ajda Pekkan,Yüksek Sadakat",36,144,"turkish pop, turkish psych, turkish rock","Pop, Rock","Farkın Bu",2011-07-01,04:08,54,72,21,0,28,0,10,-6,D Minor,3,2023-11-22,1rC7HLPnk04jwzxdKRY8yT,"GNL",7A,https://p.scdn.co/mp3-preview/693918b397ab2bcfa73c16099f2685aff3c2bd3f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514c13c7f16c83e7854a743685
291,"Adamım","Kader",60,102,"arabesk, deep turkish pop","Pop","Adamım",1999-01-28,03:59,63,66,28,0,58,0,20,-10,B Minor,4,2023-11-23,2ZMY5U172NZyLrBOqrDevY,"İdobay Müzik Yapım",10A,https://p.scdn.co/mp3-preview/9ac8a1bdb76195e39dc834039ac2774d2de3aabb?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048517462d7f22a023e7cc9e34909
292,"Ateşe Düştüm","Mert Demir",82,188,"turkish alt pop","Pop","Ateşe Düştüm",2023-09-22,03:50,66,37,84,1,92,0,10,-14,E Minor,4,2023-11-23,3auN910HHNYykQo8i9q5J1,"Pale Records",9A,https://p.scdn.co/mp3-preview/3ff11ed3a9f469e71fdf56879016fcd5d01dd14d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b481ce723911ab6536b8c4e7
293,"Ben Bazen","Simge",59,123,"deep turkish pop, persian pop, turkish pop","Pop","Ben Bazen",2018-06-01,03:38,71,68,35,0,73,0,30,-8,C♯/D♭ Minor,4,2023-11-23,1CZTjKkFUv1JSfF7LgwXW3,"DOĞAN MÜZİK YAPIM",12A,https://p.scdn.co/mp3-preview/e6c5ca242d4a2a5911b6a4b9f5b89a07db74ec7d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518ffe0967a3b236d34428b19a
